"tract","Name","Household_Income_rP_gM_pall"
6037267300,"West Los Angeles, Los Angeles, CA",33312
6037531901,"South Montebello, East Los Angeles, CA",33299
6037199202,"Montecito Heights, Los Angeles, CA",33294
6037183300,"Northeast Los Angeles, Los Angeles, CA",33286
6037533602,"Bell, CA",33264
6037208904,"Central LA, Los Angeles, CA",33256
6037204300,"Boyle Heights, Los Angeles, CA",33226
6037216900,"Central LA, Los Angeles, CA",33210
6037211921,"Central LA, Los Angeles, CA",33202
6037302401,"Tropico, Glendale, CA",33165
6037216200,"Central LA, Los Angeles, CA",33125
6037553400,"Downey, CA",33116
6037535803,"South Gate, CA",33066
6037215102,"Central LA, Los Angeles, CA",33058
6037535804,"South Gate, CA",33037
6037535501,"South Gate, CA",33000
6037533805,"Bell, CA",32964
6037540102,"Lynwood, CA",32942
6037208710,"Central LA, Los Angeles, CA",32938
6037534404,"Cudahy, CA",32923
6037701801,"Pico, Santa Monica, CA",32922
6037216700,"Central LA, Los Angeles, CA",32855
6037602403,"Hawthorne, CA",32844
6037201401,"Northeast Los Angeles, Los Angeles, CA",32843
6037551102,"Downey, CA",32775
6037534403,"Cudahy, CA",32767
6037210010,"Central LA, Los Angeles, CA",32722
6037500500,"El Rancho, Pico Rivera, CA",32715
6037191610,"Central LA, Los Angeles, CA",32705
6037211121,"Central LA, Los Angeles, CA",32704
6037224320,"Central LA, Los Angeles, CA",32681
6037531202,"Los Angeles, CA",32676
6037192620,"Central LA, Los Angeles, CA",32668
6037534201,"South Montebello, Bell Gardens, CA",32665
6037535607,"South Gate, CA",32609
6037535603,"South Gate, CA",32608
6037204110,"Boyle Heights, Los Angeles, CA",32597
6037534803,"Huntington Park, CA",32594
6037532900,"South Los Angeles, Los Angeles, CA",32592
6037531000,"Los Angeles, CA",32577
6037535802,"South Gate, CA",32573
6037191110,"Central LA, Los Angeles, CA",32569
6037209510,"Central LA, Los Angeles, CA",32527
6037208802,"Central LA, Los Angeles, CA",32522
6037206010,"Central LA, Los Angeles, CA",32501
6037533806,"Bell, CA",32464
6037540201,"South Gate, CA",32451
6037269905,"Palms, Los Angeles, CA",32449
6037213202,"Central LA, Los Angeles, CA",32437
6037190901,"Central LA, Los Angeles, CA",32428
6037532101,"South Montebello, Montebello, CA",32425
6037532605,"Huntington Park, CA",32422
6037190201,"Central LA, Los Angeles, CA",32406
6037221710,"Jefferson, Los Angeles, CA",32402
6037201110,"Northeast Los Angeles, Los Angeles, CA",32368
6037533402,"Maywood, CA",32366
6037533501,"Huntington Park, CA",32354
6037204810,"Boyle Heights, Los Angeles, CA",32325
6037603001,"Gardena, CA",32317
6037269904,"Palms, Los Angeles, CA",32316
6037530901,"Los Angeles, CA",32307
6037533702,"Maywood, CA",32291
6037530302,"South Montebello, East Los Angeles, CA",32265
6037222200,"South Los Angeles, Los Angeles, CA",32259
6037553601,"Paramount, CA",32258
6037221602,"Central LA, Los Angeles, CA",32240
6037532604,"Huntington Park, CA",32231
6037213201,"Central LA, Los Angeles, CA",32230
6037533901,"South Montebello, Bell Gardens, CA",32186
6037534001,"South Montebello, Bell Gardens, CA",32177
6037204910,"Boyle Heights, Los Angeles, CA",32176
6037212202,"Central LA, Los Angeles, CA",32175
6037221402,"Central LA, Los Angeles, CA",32171
6037197300,"Echo Park, Los Angeles, CA",32143
6037602104,"Hawthorne, CA",32134
6037211122,"Central LA, Los Angeles, CA",32121
6037532603,"Huntington Park, CA",32103
6037212101,"Central LA, Los Angeles, CA",32080
6037191410,"Central LA, Los Angeles, CA",32074
6037212203,"Central LA, Los Angeles, CA",32062
6037532304,"South Montebello, Commerce, CA",32054
6037190700,"Central LA, Los Angeles, CA",32040
6037553602,"Paramount, CA",32017
6037207900,"Central LA, Los Angeles, CA",32011
6037601502,"Inglewood, CA",32009
6037554103,"Bellflower, CA",32004
6037183510,"Northeast Los Angeles, Los Angeles, CA",32004
6037541700,"Lynwood, CA",31997
6037601501,"Inglewood, CA",31973
6037195802,"Central LA, Los Angeles, CA",31963
6037462100,"North Central, Pasadena, CA",31938
6037209520,"Central LA, Los Angeles, CA",31887
6037272201,"Mar Vista, Los Angeles, CA",31870
6037533701,"Maywood, CA",31858
6037191810,"Central LA, Los Angeles, CA",31834
6037201301,"Montecito Heights, Los Angeles, CA",31800
6037213320,"Central LA, Los Angeles, CA",31794
6037185310,"Northeast Los Angeles, Los Angeles, CA",31775
6037214501,"Central LA, Los Angeles, CA",31765
6037533703,"Maywood, CA",31757
6037553503,"Paramount, CA",31744
6037203720,"Boyle Heights, Los Angeles, CA",31739
6037541801,"Lynwood, CA",31736
6037187200,"Echo Park, Los Angeles, CA",31724
6037211910,"Central LA, Los Angeles, CA",31662
6037191620,"Central LA, Los Angeles, CA",31652
6037602004,"Inglewood, CA",31650
6037541802,"Lynwood, CA",31650
6037533001,"South Los Angeles, Los Angeles, CA",31616
6037229100,"Central Alameda, Los Angeles, CA",31601
6037531701,"South Montebello, East Los Angeles, CA",31572
6037207710,"Central LA, Los Angeles, CA",31570
6037199700,"Central LA, Los Angeles, CA",31568
6037551300,"Downey, CA",31566
6037462302,"Pasadena, CA",31551
6037601401,"Inglewood, CA",31545
6037534002,"South Montebello, Bell Gardens, CA",31528
6037190801,"Central LA, Los Angeles, CA",31515
6037703200,"View Park, View Park-Windsor Hills, CA",31513
6037209402,"Central LA, Los Angeles, CA",31483
6037602105,"Hawthorne, CA",31482
6037234000,"Leimert Park, Los Angeles, CA",31451
6037531602,"South Montebello, East Los Angeles, CA",31431
6037602509,"Hawthorne, CA",31426
6037205110,"Boyle Heights, Los Angeles, CA",31413
6037204700,"Boyle Heights, Los Angeles, CA",31409
6037531702,"South Montebello, East Los Angeles, CA",31350
6037532302,"South Montebello, Los Angeles, CA",31347
6037190510,"Central LA, Los Angeles, CA",31342
6037533300,"Maywood, CA",31290
6037269906,"Palms, Los Angeles, CA",31285
6037531603,"East Los Angeles, CA",31271
6037272302,"Mar Vista, Los Angeles, CA",31250
6037540101,"Lynwood, CA",31250
6037208302,"Central LA, Los Angeles, CA",31249
6037530902,"Los Angeles, CA",31248
6037218800,"Central LA, Los Angeles, CA",31233
6037602900,"Gardena, CA",31224
6037601801,"Inglewood, CA",31217
6037275200,"Los Angeles, CA",31199
6037531301,"Los Angeles, CA",31187
6037226410,"South Los Angeles, Los Angeles, CA",31139
6037212305,"Central LA, Los Angeles, CA",31106
6037534900,"South Los Angeles, Los Angeles, CA",31086
6037533804,"Bell, CA",31078
6037532200,"South Montebello, Montebello, CA",31006
6037269602,"Central LA, Los Angeles, CA",31004
6037533403,"Maywood, CA",30982
6037601212,"Inglewood, CA",30980
6037190520,"Central LA, Los Angeles, CA",30964
6037534405,"Cudahy, CA",30943
6037221210,"Central LA, Los Angeles, CA",30942
6037600703,"Morningside Park, Inglewood, CA",30942
6037221120,"Central LA, Los Angeles, CA",30913
6037195720,"Echo Park, Los Angeles, CA",30885
6037533603,"Bell, CA",30884
6037534202,"South Montebello, Bell Gardens, CA",30873
6037183610,"Highland Park, Los Angeles, CA",30847
6037530801,"Los Angeles, CA",30828
6037199900,"Montecito Heights, Los Angeles, CA",30827
6037553702,"Paramount, CA",30825
6037208620,"Central LA, Los Angeles, CA",30816
6037235100,"Park Mesa Heights, Los Angeles, CA",30796
6037531503,"East Los Angeles, CA",30773
6037553502,"Paramount, CA",30740
6037192700,"Central LA, Los Angeles, CA",30735
6037239320,"South Los Angeles, Los Angeles, CA",30730
6037209102,"Central LA, Los Angeles, CA",30718
6037199110,"Montecito Heights, Los Angeles, CA",30715
6037203800,"Boyle Heights, Los Angeles, CA",30707
6037221601,"Jefferson, Los Angeles, CA",30707
6037265303,"Westwood, Los Angeles, CA",30693
6037601700,"Inglewood, CA",30693
6037239202,"South Los Angeles, Los Angeles, CA",30625
6037211201,"Central LA, Los Angeles, CA",30618
6037602003,"Inglewood, CA",30610
6037203100,"Northeast Los Angeles, Los Angeles, CA",30603
6037224600,"South Figueroa Corridor, Los Angeles, CA",30561
6037219300,"Jefferson, Los Angeles, CA",30559
6037204200,"Boyle Heights, Los Angeles, CA",30553
6037601802,"Inglewood, CA",30551
6037218400,"Central LA, Los Angeles, CA",30527
6037276100,"Los Angeles, CA",30504
6037540501,"Lynwood, CA",30450
6037219010,"South Los Angeles, Los Angeles, CA",30408
6037228310,"South Los Angeles, Los Angeles, CA",30394
6037533202,"Huntington Park, CA",30332
6037189702,"Hollywood Hills, Los Angeles, CA",30322
6037542601,"Compton, CA",30314
6037222001,"Jefferson, Los Angeles, CA",30309
6037212900,"Central LA, Los Angeles, CA",30299
6037212502,"Central LA, Los Angeles, CA",30279
6037701802,"Pico, Santa Monica, CA",30249
6037532700,"South Los Angeles, Los Angeles, CA",30241
6037211310,"Central LA, Los Angeles, CA",30225
6037534102,"South Montebello, Bell Gardens, CA",30219
6037212303,"Central LA, Los Angeles, CA",30202
6037221302,"Central LA, Los Angeles, CA",30117
6037209300,"Central LA, Los Angeles, CA",30085
6037461901,"Pasadena, CA",30066
6037219700,"Jefferson, Los Angeles, CA",30049
6037462001,"North Central, Pasadena, CA",29969
6037603005,"Gardena, CA",29944
6037271200,"Sawtelle, Los Angeles, CA",29934
6037275102,"Culver City, CA",29933
6037601211,"Inglewood, CA",29880
6037533002,"South Los Angeles, Los Angeles, CA",29804
6037702803,"Los Angeles, CA",29795
6037703001,"Fox Hills, Culver City, CA",29792
6037227010,"South Los Angeles, Los Angeles, CA",29787
6037534302,"Cudahy, CA",29743
6037540203,"Lynwood, CA",29726
6037231800,"South Figueroa Corridor, Los Angeles, CA",29692
6037190902,"Central LA, Los Angeles, CA",29681
6037219800,"Los Angeles, CA",29673
6037232110,"South Figueroa Corridor, Los Angeles, CA",29673
6037228100,"South Los Angeles, Los Angeles, CA",29661
6037212204,"Central LA, Los Angeles, CA",29640
6037217200,"Central LA, Los Angeles, CA",29634
6037229300,"South Figueroa Corridor, Los Angeles, CA",29620
6037204820,"Boyle Heights, Los Angeles, CA",29615
6037228420,"South Los Angeles, Los Angeles, CA",29614
6037602404,"Hawthorne, CA",29587
6037237401,"South Los Angeles, Los Angeles, CA",29550
6037532606,"Huntington Park, CA",29544
6037239601,"South Los Angeles, Los Angeles, CA",29539
6037541500,"South Los Angeles, Compton, CA",29535
6037192610,"Central LA, Los Angeles, CA",29522
6037228210,"South Los Angeles, Los Angeles, CA",29503
6037228220,"South Los Angeles, Los Angeles, CA",29492
6037207502,"Downtown, Los Angeles, CA",29455
6037532002,"South Montebello, Montebello, CA",29452
6037224700,"South Los Angeles, Los Angeles, CA",29437
6037191120,"Central LA, Los Angeles, CA",29411
6037535300,"South Los Angeles, Los Angeles, CA",29395
6037201504,"Northeast Los Angeles, Los Angeles, CA",29378
6037530400,"Monterey Park, CA",29351
6037204420,"Boyle Heights, Los Angeles, CA",29336
6037461600,"North Central, Pasadena, CA",29332
6037203900,"Boyle Heights, Los Angeles, CA",29319
6037272202,"Mar Vista, Los Angeles, CA",29307
6037209104,"Central LA, Los Angeles, CA",29295
6037601002,"Inglewood, CA",29219
6037540502,"Lynwood, CA",29217
6037275500,"Culver City, CA",29162
6037228800,"Central Alameda, Los Angeles, CA",29157
6037533105,"Huntington Park, CA",29147
6037211202,"Central LA, Los Angeles, CA",29118
6037209401,"Central LA, Los Angeles, CA",29076
6037462301,"Pasadena, CA",29041
6037208000,"Central LA, Los Angeles, CA",29037
6037211320,"Central LA, Los Angeles, CA",29026
6037226420,"South Los Angeles, Los Angeles, CA",29021
6037531101,"Los Angeles, CA",29004
6037241300,"Harbor Gateway North, Los Angeles, CA",28987
6037534101,"South Montebello, Bell Gardens, CA",28954
6037535001,"South Los Angeles, Los Angeles, CA",28949
6037601900,"Inglewood, CA",28944
6037203200,"Boyle Heights, Los Angeles, CA",28923
6037542602,"Compton, CA",28918
6037228410,"South Los Angeles, Los Angeles, CA",28880
6037231500,"Leimert Park, Los Angeles, CA",28860
6037243000,"South Los Angeles, Los Angeles, CA",28850
6037228500,"South Figueroa Corridor, Los Angeles, CA",28837
6037125401,"North Hollywood, Los Angeles, CA",28814
6037220100,"South Los Angeles, Los Angeles, CA",28812
6037542000,"Compton, CA",28774
6037277200,"Westchester, Los Angeles, CA",28707
6037208902,"Central LA, Los Angeles, CA",28697
6037231300,"South Los Angeles, Los Angeles, CA",28683
6037603704,"Hawthorne, CA",28643
6037218120,"Central LA, Los Angeles, CA",28614
6037195901,"Silver Lake, Los Angeles, CA",28607
6037239602,"South Los Angeles, Los Angeles, CA",28585
6037541605,"Compton, CA",28579
6037221110,"Central LA, Los Angeles, CA",28528
6037239502,"South Los Angeles, Los Angeles, CA",28492
6037273502,"Venice, Los Angeles, CA",28479
6037191204,"Central LA, Los Angeles, CA",28469
6037203600,"Boyle Heights, Los Angeles, CA",28464
6037600911,"Inglewood, CA",28457
6037600902,"Inglewood, CA",28396
6037222100,"South Los Angeles, Los Angeles, CA",28386
6037535101,"South Los Angeles, Los Angeles, CA",28333
6037602700,"Hawthorne, CA",28307
6037273200,"Venice, Los Angeles, CA",28274
6037217100,"Central LA, Los Angeles, CA",28253
6037190402,"Central LA, Los Angeles, CA",28229
6037195804,"Silver Lake, Los Angeles, CA",28207
6037218701,"Central LA, Los Angeles, CA",28196
6037212501,"Central LA, Los Angeles, CA",28179
6037531604,"East Los Angeles, CA",28173
6037191000,"Central LA, Los Angeles, CA",28158
6037205120,"Central LA, Los Angeles, CA",28140
6037231720,"South Figueroa Corridor, Los Angeles, CA",28124
6037212304,"Central LA, Los Angeles, CA",28098
6037530700,"Los Angeles, CA",28096
6037239201,"South Los Angeles, Los Angeles, CA",28079
6037270100,"Palms, Los Angeles, CA",28071
6037226700,"South Los Angeles, Los Angeles, CA",28057
6037208301,"Central LA, Los Angeles, CA",28053
6037530500,"East Los Angeles, CA",27939
6037215101,"Central LA, Los Angeles, CA",27927
6037213402,"Central LA, Los Angeles, CA",27900
6037237402,"South Los Angeles, Los Angeles, CA",27849
6037541604,"Compton, CA",27831
6037231900,"South Figueroa Corridor, Los Angeles, CA",27816
6037703100,"View Park, View Park-Windsor Hills, CA",27791
6037462201,"Pasadena, CA",27790
6037221810,"South Los Angeles, Los Angeles, CA",27777
6037208720,"Central LA, Los Angeles, CA",27754
6037532800,"South Los Angeles, Los Angeles, CA",27677
6037600304,"South Los Angeles, Los Angeles, CA",27638
6037236400,"Baldwin Hills, Los Angeles, CA",27597
6037207301,"Central LA, Los Angeles, CA",27582
6037228600,"South Los Angeles, Los Angeles, CA",27476
6037218600,"Central LA, Los Angeles, CA",27457
6037540800,"South Los Angeles, Los Angeles, CA",27446
6037600502,"Inglewood, CA",27420
6037239702,"South Los Angeles, Los Angeles, CA",27346
6037462002,"North Central, Pasadena, CA",27343
6037240200,"South Los Angeles, Los Angeles, CA",27337
6037238310,"South Figueroa Corridor, Los Angeles, CA",27310
6037541606,"Compton, CA",27302
6037221500,"South Los Angeles, Los Angeles, CA",27268
6037602508,"Hawthorne, CA",27255
6037239802,"South Los Angeles, Los Angeles, CA",27248
6037224010,"Central LA, Los Angeles, CA",27230
6037221303,"Central LA, Los Angeles, CA",27221
6037218900,"Jefferson, Los Angeles, CA",27207
6037229200,"South Los Angeles, Los Angeles, CA",27206
6037228720,"South Los Angeles, Los Angeles, CA",27187
6037535200,"South Los Angeles, Los Angeles, CA",27145
6037542103,"Compton, CA",27133
6037232800,"South Figueroa Corridor, Los Angeles, CA",27045
6037229420,"South Los Angeles, Los Angeles, CA",27027
6037222002,"South Los Angeles, Los Angeles, CA",27018
6037541400,"South Los Angeles, Compton, CA",27015
6037232120,"South Los Angeles, Los Angeles, CA",27003
6037206031,"Arts District, Los Angeles, CA",26999
6037270300,"Central LA, Los Angeles, CA",26994
6037221304,"Central LA, Los Angeles, CA",26947
6037231210,"South Los Angeles, Los Angeles, CA",26944
6037600802,"Morningside Park, Inglewood, CA",26942
6037237800,"South Los Angeles, Los Angeles, CA",26908
6037533104,"Huntington Park, CA",26904
6037231220,"South Figueroa Corridor, Los Angeles, CA",26884
6037602504,"Hawthorne, CA",26855
6037219901,"Los Angeles, CA",26797
6037218500,"Central LA, Los Angeles, CA",26790
6037237101,"South Figueroa Corridor, Los Angeles, CA",26768
6037222600,"South Los Angeles, Los Angeles, CA",26698
6037232700,"South Figueroa Corridor, Los Angeles, CA",26662
6037231100,"South Los Angeles, Los Angeles, CA",26648
6037218220,"Central LA, Los Angeles, CA",26638
6037221900,"South Los Angeles, Los Angeles, CA",26609
6037219902,"Los Angeles, CA",26598
6037600201,"South Los Angeles, Los Angeles, CA",26584
6037218110,"Central LA, Los Angeles, CA",26575
6037204920,"Boyle Heights, Los Angeles, CA",26507
6037542700,"Compton, CA",26494
6037240900,"South Los Angeles, Los Angeles, CA",26432
6037602600,"Gardena, CA",26423
6037602507,"Hawthorne, CA",26305
6037222500,"South Los Angeles, Los Angeles, CA",26296
6037240020,"South Los Angeles, Los Angeles, CA",26212
6037218702,"Jefferson, Los Angeles, CA",26189
6037540901,"South Los Angeles, Los Angeles, CA",26135
6037541603,"Compton, CA",26112
6037602801,"South Los Angeles, Los Angeles, CA",26107
6037540700,"South Los Angeles, Los Angeles, CA",26099
6037600302,"South Los Angeles, Los Angeles, CA",26084
6037218300,"Central LA, Los Angeles, CA",26037
6037535102,"South Los Angeles, Los Angeles, CA",26027
6037228320,"South Los Angeles, Los Angeles, CA",26020
6037237102,"South Figueroa Corridor, Los Angeles, CA",25980
6037237202,"South Los Angeles, Los Angeles, CA",25970
6037232600,"South Los Angeles, Los Angeles, CA",25949
6037541001,"Gardena, CA",25923
6037533103,"Huntington Park, CA",25903
6037234300,"Leimert Park, Los Angeles, CA",25898
6037601303,"Inglewood, CA",25852
6037239310,"South Los Angeles, Los Angeles, CA",25826
6037542800,"Compton, CA",25746
6037242200,"South Los Angeles, Los Angeles, CA",25743
6037231600,"South Los Angeles, Los Angeles, CA",25729
6037228710,"Central Alameda, Los Angeles, CA",25726
6037535400,"South Los Angeles, Los Angeles, CA",25696
6037232200,"South Los Angeles, Los Angeles, CA",25673
6037206032,"Central LA, Los Angeles, CA",25428
6037234600,"Park Mesa Heights, Los Angeles, CA",25384
6037601001,"Inglewood, CA",25373
6037234502,"South Los Angeles, Los Angeles, CA",25366
6037540400,"South Los Angeles, Los Angeles, CA",25362
6037241110,"South Los Angeles, Los Angeles, CA",25327
6037234901,"Park Mesa Heights, Los Angeles, CA",25307
6037227020,"South Los Angeles, Los Angeles, CA",25299
6037239701,"South Los Angeles, Los Angeles, CA",25298
6037234800,"Park Mesa Heights, Los Angeles, CA",25263
6037207302,"Central LA, Los Angeles, CA",25250
6037239330,"South Los Angeles, Los Angeles, CA",25216
6037237300,"South Los Angeles, Los Angeles, CA",25192
6037601100,"Inglewood, CA",25170
6037237500,"South Figueroa Corridor, Los Angeles, CA",25166
6037234501,"South Los Angeles, Los Angeles, CA",25104
6037226001,"South Los Angeles, Los Angeles, CA",25100
6037221820,"Jefferson, Los Angeles, CA",25036
6037600704,"Morningside Park, Inglewood, CA",25022
6037600501,"Inglewood, CA",24966
6037273300,"Venice, Los Angeles, CA",24962
6037242300,"South Los Angeles, Los Angeles, CA",24910
6037232500,"South Los Angeles, Los Angeles, CA",24845
6037269601,"Central LA, Los Angeles, CA",24775
6037219020,"South Los Angeles, Los Angeles, CA",24747
6037218210,"Central LA, Los Angeles, CA",24740
6037540600,"South Los Angeles, Los Angeles, CA",24684
6037221401,"Jefferson, Los Angeles, CA",24660
6037241201,"South Los Angeles, Los Angeles, CA",24660
6037241120,"South Los Angeles, Los Angeles, CA",24651
6037228900,"Central Alameda, Los Angeles, CA",24633
6037208903,"Central LA, Los Angeles, CA",24623
6037241002,"South Los Angeles, Los Angeles, CA",24608
6037237720,"South Figueroa Corridor, Los Angeles, CA",24606
6037240401,"South Los Angeles, Los Angeles, CA",24477
6037241001,"South Los Angeles, Los Angeles, CA",24469
6037242700,"South Los Angeles, Los Angeles, CA",24416
6037241400,"Harbor, Los Angeles, CA",24413
6037541300,"Compton, CA",24326
6037541100,"Compton, CA",24291
6037240800,"South Los Angeles, Los Angeles, CA",24216
6037237201,"South Los Angeles, Los Angeles, CA",24151
6037238400,"South Los Angeles, Los Angeles, CA",24139
6037240600,"South Los Angeles, Los Angeles, CA",24077
6037540902,"South Los Angeles, Los Angeles, CA",24073
6037239801,"South Los Angeles, Los Angeles, CA",24061
6037541200,"Compton, CA",24041
6037209820,"Central LA, Los Angeles, CA",23982
6037232300,"South Los Angeles, Los Angeles, CA",23972
6037209103,"Central LA, Los Angeles, CA",23958
6037234700,"Park Mesa Heights, Los Angeles, CA",23868
6037224310,"Central LA, Los Angeles, CA",23839
6037209810,"Central LA, Los Angeles, CA",23830
6037220000,"Jefferson, Los Angeles, CA",23730
6037602802,"South Los Angeles, Los Angeles, CA",23727
6037277400,"Los Angeles, CA",23637
6037232400,"South Los Angeles, Los Angeles, CA",23586
6037237600,"South Figueroa Corridor, Los Angeles, CA",23500
6037229410,"South Los Angeles, Los Angeles, CA",23403
6037240300,"South Los Angeles, Los Angeles, CA",23395
6037239501,"South Los Angeles, Los Angeles, CA",23377
6037240010,"South Los Angeles, Los Angeles, CA",23244
6037231400,"Leimert Park, Los Angeles, CA",23224
6037602505,"Hawthorne, CA",23222
6037238320,"South Figueroa Corridor, Los Angeles, CA",23221
6037600100,"South Los Angeles, Los Angeles, CA",23109
6037236100,"Baldwin Village, Los Angeles, CA",22856
6037236202,"Baldwin Village, Los Angeles, CA",22821
6037600702,"Morningside Park, Inglewood, CA",22816
6037241202,"South Los Angeles, Los Angeles, CA",22741
6037600400,"South Los Angeles, Los Angeles, CA",22639
6037240700,"South Los Angeles, Los Angeles, CA",22597
6037238000,"South Los Angeles, Los Angeles, CA",22439
6037601302,"Inglewood, CA",22392
6037240402,"South Los Angeles, Los Angeles, CA",22383
6037231710,"South Figueroa Corridor, Los Angeles, CA",22353
6037235202,"Park Mesa Heights, Los Angeles, CA",22305
6037242000,"South Los Angeles, Los Angeles, CA",22136
6037238100,"South Los Angeles, Los Angeles, CA",22099
6037235201,"Park Mesa Heights, Los Angeles, CA",22088
6037240500,"South Los Angeles, Los Angeles, CA",22058
6037600801,"Morningside Park, Inglewood, CA",21536
6037602506,"Hawthorne, CA",21488
6037600601,"Inglewood, CA",21423
6037234200,"Leimert Park, Los Angeles, CA",21415
6037600202,"South Los Angeles, Los Angeles, CA",21367
6037209200,"Central LA, Los Angeles, CA",21063
6037206200,"Central LA, Los Angeles, CA",20900
6037291110,"Harbor, Los Angeles, CA",20834
6037238200,"South Los Angeles, Los Angeles, CA",20643
6037243100,"South Los Angeles, Los Angeles, CA",20589
6037237710,"South Figueroa Corridor, Los Angeles, CA",20552
6037236203,"Crenshaw, Los Angeles, CA",20277
6037600303,"South Los Angeles, Los Angeles, CA",19795
6037237900,"South Los Angeles, Los Angeles, CA",19488
6037242600,"South Los Angeles, Los Angeles, CA",18545
6037600602,"Inglewood, CA",18537
6037242100,"South Los Angeles, Los Angeles, CA",17974
6037236204,"Baldwin Village, Los Angeles, CA",16119
6037234902,"Park Mesa Heights, Los Angeles, CA",15390
6037206300,"Central LA, Los Angeles, CA",15277
6037980030,"El Segundo, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037980010,"Echo Park, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
6037980019,"Pacific Palisades, Los Angeles, CA",
6037320000,"North Hollywood, Universal City, CA",
6037980009,"Los Angeles, CA",
